id,name,host_id,host_name,host_is_superhost,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,room_type,accommodates,beds,price,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,number_of_reviews,review_scores_rating
71609,Villa in Singapore · ★4.44 · 2 bedrooms · 3 beds · 1 private bath,367042,Belinda,False,15,True,Tampines,Private room,3,3,150.0,92.0,1125.0,True,19,4.44
71896,Home in Singapore · ★4.16 · 1 bedroom · 1 bed · Shared half-bath,367042,Belinda,False,15,True,Tampines,Private room,1,1,80.0,92.0,1125.0,True,24,4.16
71903,Home in Singapore · ★4.41 · 1 bedroom · 2 beds · Shared half-bath,367042,Belinda,False,15,True,Tampines,Private room,2,2,80.0,92.0,1125.0,True,46,4.41
275343,Rental unit in Singapore · ★4.40 · 1 bedroom · 1 bed · 2 shared baths,1439258,Kay,False,68,True,Bukit Merah,Private room,1,1,64.0,60.0,1125.0,True,20,4.4
275344,Rental unit in Singapore · ★4.27 · 1 bedroom · 1 bed · 2.5 shared baths,1439258,Kay,False,68,True,Bukit Merah,Private room,1,1,78.0,60.0,1125.0,True,16,4.27
289234,Home in Singapore · ★4.83 · 3 bedrooms · 5 beds · 3 baths,367042,Belinda,False,15,True,Tampines,Private room,4,5,220.0,92.0,1125.0,True,12,4.83
294281,Rental unit in Singapore · ★4.43 · 2 bedrooms · 1 bed · 1 shared bath,1521514,Elizabeth,False,8,True,Newton,Private room,2,1,85.0,92.0,1125.0,True,131,4.43
324945,Rental unit in Singapore · ★3.50 · 1 bedroom · 1 bed · 2 shared baths,1439258,Kay,False,68,True,Bukit Merah,Private room,1,1,75.0,60.0,1125.0,True,17,3.5
330095,Rental unit in Singapore · ★3.80 · 1 bedroom · 1 bed · 2 shared baths,1439258,Kay,False,68,True,Bukit Merah,Private room,1,1,69.0,60.0,1125.0,True,5,3.8
369141,Place to stay in Singapore · ★4.43 · 1 bedroom · 1 bed · 1 bath,1521514,Elizabeth,False,8,True,Newton,Private room,2,1,79.0,92.0,180.0,True,81,4.43
369145,Townhouse in Singapore · ★4.39 · 2 bedrooms · 1 bed · 1 shared bath,1521514,Elizabeth,False,8,True,Newton,Private room,2,1,70.0,92.0,1125.0,True,163,4.39
395191,Rental unit in Singapore · ★4.31 · 1 bedroom · 1 bed · 0 baths,1975201,Adi,False,2,True,River Valley,Private room,1,1,100.0,93.0,365.0,True,27,4.31
468782,Home in Singapore · ★4.69 · 1 bedroom · 1.5 baths,2327208,Jerome,False,3,True,Serangoon,Private room,2,NaN,60.0,92.0,180.0,True,82,4.69
481789,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,2386154,Susan,False,3,False,Tampines,Private room,2,1,37.0,180.0,730.0,False,0,NaN
606784,Condo in Singapore · ★4.82 · 1 bedroom · 1 bed · 2 baths,813925,Happy,False,1,False,Tampines,Private room,2,1,83.0,92.0,150.0,False,76,4.82
642660,Rental unit in Singapore · 1 bedroom · 1 bed · 2 baths,3212572,Roger,False,1,False,Rochor,Private room,2,1,159.0,180.0,730.0,False,0,NaN
654191,Rental unit in Singapore · ★3.0 · 1 bedroom · 1 bed · 1 private bath,2413412,Kaurus,False,182,True,Kallang,Private room,1,1,68.0,92.0,365.0,True,3,3.0
696136,Home in Singapore · ★4.50 · 1 bedroom · 1 bed · 1 bath,1289033,Grace,False,3,True,Bukit Timah,Private room,2,1,100.0,92.0,1125.0,True,26,4.5
733863,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,3824517,Shirlnet,False,2,False,Serangoon,Private room,1,1,26.0,180.0,365.0,False,0,NaN
747813,Condo in Singapore · ★4.63 · 1 bedroom · 1 bed · 1 shared bath,3926646,John,False,6,True,Downtown Core,Private room,4,1,119.0,92.0,1123.0,True,68,4.63
747816,Condo in Singapore · ★4.56 · 1 bedroom · 1 bed · 1 shared bath,3926646,John,False,6,True,Downtown Core,Private room,4,1,119.0,92.0,1124.0,True,25,4.56
756267,Rental unit in Singapore · ★4.73 · 1 bedroom · 1 bed · 1 private bath,1584407,Richard,False,5,True,Marine Parade,Private room,2,1,NaN,92.0,365.0,False,70,4.73
765579,Rental unit in Singapore · 1 bedroom · 1 bed · 2 shared baths,2413412,Kaurus,False,182,True,Outram,Private room,1,1,69.0,92.0,1125.0,True,2,4.0
815685,Rental unit in Singapore · ★4.13 · 1 bedroom · 1 bed · 2 shared baths,1439258,Kay,False,68,True,Bukit Merah,Private room,1,1,55.0,60.0,1125.0,True,16,4.13
819034,Rental unit in Singapore · ★4.78 · 2 bedrooms · 2 beds · 2 baths,1584407,Richard,False,5,True,Marine Parade,Entire home/apt,4,2,NaN,92.0,365.0,False,40,4.78
819044,Rental unit in Singapore · ★4.54 · 1 bedroom · 1 bed · Private half-bath,1584407,Richard,False,5,True,Marine Parade,Private room,2,1,NaN,92.0,365.0,False,70,4.54
823571,Rental unit in Singapore · 1 bedroom · 1 bed,4177147,Tania,False,1,True,Bedok,Private room,1,1,265.0,92.0,1125.0,False,0,NaN
833289,Condo in Singapore · 1 bedroom · 2 beds · 1 private bath,4360831,Laura,False,3,True,Bukit Merah,Private room,2,2,150.0,730.0,1125.0,True,2,5.0
863139,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,2413412,Kaurus,False,182,True,Kallang,Private room,1,1,50.0,92.0,365.0,True,2,5.0
881253,Rental unit in Singapore · ★4.0 · 1 bedroom · 1 bed · 1 private bath,2413412,Kaurus,False,182,True,Outram,Private room,1,1,79.0,92.0,1125.0,True,3,4.0
904378,Condo in Singapore · ★4.71 · 1 bedroom · 1 bed · 1 bath,4837194,Landy,False,2,True,River Valley,Entire home/apt,2,1,193.0,92.0,1125.0,True,34,4.71
915275,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,2413412,Kaurus,False,182,True,Kallang,Private room,1,1,57.0,92.0,1125.0,True,2,4.5
962594,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,2413412,Kaurus,False,182,True,Kallang,Private room,1,1,50.0,92.0,365.0,True,2,5.0
982909,Condo in Singapore · ★4.87 · 1 bedroom · 1 bed · 1 private bath,4723385,Yuan,False,1,True,Novena,Private room,1,1,70.0,92.0,180.0,True,247,4.87
1024986,Condo in Singapore · ★4.84 · 1 bedroom · 1 bed · 1 bath,5643415,Martin,False,1,True,River Valley,Entire home/apt,2,1,233.0,92.0,1125.0,True,258,4.84
1160252,Home in Singapore · ★4.63 · 1 bedroom · 2 beds · 1 bath,2803932,Mariel,NaN,2,True,Serangoon,Private room,1,2,80.0,92.0,1125.0,True,43,4.63
1242205,Townhouse in Singapore · ★4.75 · 3 bedrooms · 3 beds · 4.5 baths,3589987,Sheryl,False,5,True,Marine Parade,Entire home/apt,6,3,470.0,92.0,1125.0,True,8,4.75
1261443,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,2413412,Kaurus,False,182,True,Outram,Private room,1,1,79.0,92.0,1125.0,True,2,5.0
1363204,Rental unit in Singapore · ★4.0 · 1 bedroom · 1 bed · 1 private bath,2413412,Kaurus,False,182,True,Outram,Private room,1,1,69.0,92.0,1125.0,True,3,4.0
1495386,Earthen home in Singapore · ★4.70 · 1 bedroom · 1 bed · 1 bath,7993224,Violet,False,2,True,Pasir Ris,Private room,2,1,50.0,92.0,1125.0,True,10,4.7
1508829,Rental unit in Singapore · ★4.14 · 1 bedroom · 1 bed · 3 shared baths,2413412,Kaurus,False,182,True,Kallang,Private room,1,1,59.0,92.0,365.0,True,7,4.14
1562453,Home in Singapore · 1 bedroom · 4 beds · 1 bath,8270362,Domus,False,5,False,Novena,Private room,4,4,30.0,108.0,1125.0,False,0,NaN
1581224,Townhouse in Singapore · 4 bedrooms · 12 beds · 4 baths,8408341,Gerard,False,2,True,Kallang,Entire home/apt,8,12,130.0,96.0,1125.0,True,0,NaN
1611318,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,8580110,Betty,False,1,False,Bukit Merah,Private room,1,1,60.0,183.0,365.0,False,0,NaN
1615074,Rental unit in Singapore · ★4.40 · 1 bedroom · 1 bed · 1.5 baths,2413412,Kaurus,False,182,True,Outram,Private room,1,1,79.0,92.0,1125.0,True,5,4.4
1643945,Home in Singapore · 1 bedroom · 2 beds · 1 bath,8725237,Soh,False,1,True,Ang Mo Kio,Private room,3,2,216.0,92.0,1125.0,False,0,NaN
1646909,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,8739736,Serene,False,1,False,Bukit Batok,Private room,1,1,78.0,92.0,1125.0,False,0,NaN
1654840,Bed and breakfast in Singapore · 1 bedroom · 3 beds · 8 baths,8773916,Superb Hostel,False,9,False,Rochor,Private room,3,3,90.0,92.0,1125.0,False,2,4.0
1678744,Bed and breakfast in Singapore · ★4.56 · 1 bedroom · 1 bed · 0 shared baths,8881470,Wink,False,5,True,Outram,Shared room,1,1,50.0,92.0,88.7,True,150,4.56
1678754,Bed and breakfast in Singapore · 1 bedroom · 6 beds · 0 baths,8881470,Wink,False,5,True,Outram,Hotel room,6,6,400.0,92.0,365.0,False,2,4.5
1678755,Bed and breakfast in Singapore · ★4.66 · 2 bedrooms · 1 bed · 0 baths,8881470,Wink,False,5,True,Outram,Hotel room,1,1,50.0,92.0,65.7,True,94,4.66
1710048,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,8948251,Joey,False,126,True,Outram,Private room,1,1,50.0,92.0,1125.0,True,0,NaN
1902729,Home in Opera Estate · ★4.67 · 1 bedroom · 1 bed · 1 bath,7644641,Jin,False,3,False,Bedok,Private room,1,1,49.0,92.0,1125.0,False,3,4.67
1902793,Home in Opera Estate · 1 bedroom · 1 bed · 1 bath,7644641,Jin,False,3,False,Bedok,Private room,2,1,60.0,92.0,1125.0,False,2,5.0
1941719,Condo in Singapore · ★4.51 · 1 bedroom · 1 bed · 1 shared bath,3926646,John,False,6,True,Downtown Core,Private room,4,1,119.0,92.0,1123.0,True,73,4.51
2009008,Home in Singapore · ★4.80 · 1 bedroom · 1 bed · 1 bath,7644641,Jin,False,3,False,Bedok,Private room,1,1,68.0,92.0,1125.0,False,5,4.8
2030663,Rental unit in Singapore · 1 bedroom · 2 beds · 2 baths,9900768,David,False,5,True,Novena,Private room,1,2,343.0,92.0,160.0,True,2,3.5
2129215,Townhouse in Singapore · ★4.93 · 1 bedroom · 3 beds · 1 bath,7642747,Shirley,False,5,True,Bedok,Entire home/apt,5,3,220.0,92.0,700.0,True,369,4.93
2142826,Rental unit in Singapore · ★4.67 · 1 bedroom · 1 bed · 2 baths,9900768,David,False,5,True,Novena,Private room,2,1,929.0,160.0,160.0,True,21,4.67
2156372,Condo in Singapore · ★4.80 · 1 bedroom · 1 bed · 1.5 shared baths,6157422,Regina,False,2,True,Hougang,Private room,1,1,60.0,92.0,1125.0,True,15,4.8
2320536,Rental unit in Singapore · ★4.75 · 1 bedroom · 1 bed · 1 bath,11851304,Ammarudin,False,1,False,Woodlands,Private room,1,1,30.0,183.0,9001.0,False,4,4.75
2351979,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,11990154,Chelsea,False,1,False,Singapore River,Entire home/apt,2,1,150.0,365.0,1125.0,False,0,NaN
2387588,Hostel in Singapore · ★4.53 · 1 bedroom · 1 bed · 5 shared baths,12067440,Peggy,False,25,True,Kallang,Private room,1,1,105.0,1.0,180.0,True,86,4.53
2387715,Hostel in Singapore · ★4.57 · 1 bedroom · 1 bed · 5 shared baths,12067440,Peggy,False,25,True,Kallang,Private room,2,1,130.0,1.0,180.0,True,74,4.57
2387730,Hostel in Singapore · ★4.69 · 1 bedroom · 1 bed · 5 shared baths,12067440,Peggy,False,25,True,Kallang,Private room,1,1,105.0,1.0,180.0,True,36,4.69
2547778,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,8948251,Joey,False,126,True,Kallang,Private room,1,1,49.0,92.0,1125.0,True,1,4.0
2691621,Rental unit in Singapore · 1 bedroom · 1 bed · 1.5 shared baths,581033,Nicholas,False,7,False,Queenstown,Shared room,1,1,73.0,92.0,1125.0,False,0,NaN
2922184,Aparthotel in Singapore · ★4.47 · 1 bedroom · 1 bed · 1 shared bath,1439258,Kay,False,68,True,Queenstown,Private room,1,1,104.0,60.0,1125.0,True,17,4.47
3034137,Rental unit in Singapore · ★4.89 · 1 bedroom · 1 bed · 1 private bath,4422603,Rosanna,False,3,True,Hougang,Private room,1,1,95.0,92.0,1125.0,True,9,4.89
3075620,Condo in Singapore · ★5.0 · 1 bedroom · 1 bed · Shared half-bath,7044509,Katherine,False,2,True,Museum,Private room,1,1,110.0,92.0,365.0,True,7,5.0
3209752,Condo in Changi · ★4.85 · 1 bedroom · 1 bed · 1 private bath,16262927,Jeremy,False,1,True,Tampines,Private room,1,1,98.0,92.0,1125.0,True,13,4.85
3304326,Condo in Singapore · ★4.75 · 1 bedroom · 1 bed · 1 private bath,16689958,S,False,1,True,Tampines,Private room,1,1,89.0,92.0,1125.0,True,8,4.75
3349976,Rental unit in Singapore · 1 bedroom · 2 beds · Half-bath,14297490,Flora,False,3,True,Pasir Ris,Private room,2,2,80.0,180.0,1125.0,False,0,NaN
3667894,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,2413412,Kaurus,False,182,True,Outram,Private room,1,1,69.0,92.0,1125.0,True,2,4.0
3717196,Hostel in Singapore · ★3.94 · 1 bedroom · 12 beds · 4 baths,17526618,Royal,False,13,True,Outram,Hotel room,12,12,31.0,92.0,1125.0,True,18,3.94
3802621,Bed and breakfast in Singapore · ★4.70 · 1 bedroom · 1 bed · 8 baths,8773916,Superb Hostel,False,9,False,Rochor,Private room,1,1,58.0,92.0,1125.0,False,20,4.7
3803160,Bed and breakfast in Singapore · ★4.0 · 1 bedroom · 1 bed · 8 baths,8773916,Superb Hostel,False,9,False,Rochor,Private room,3,1,90.0,92.0,1125.0,False,6,4.0
3980202,Bed and breakfast in Singapore · ★4.43 · 1 bedroom · 1 bed · 8 baths,8773916,Superb Hostel,False,9,False,Rochor,Private room,2,1,58.0,92.0,1125.0,False,28,4.43
3981252,Rental unit in Singapore · 1 bedroom · 1 bed · 1.5 baths,20636569,Chris,False,1,False,Bedok,Private room,1,1,88.0,92.0,1125.0,False,2,5.0
3990431,Bed and breakfast in Singapore · ★4.30 · 1 bedroom · 1 bed · 8 baths,8773916,Superb Hostel,False,9,False,Rochor,Private room,1,1,58.0,92.0,1125.0,False,10,4.3
4008423,Hostel in Singapore · ★4.58 · 1 bedroom · 1 bed · 5 shared baths,12067440,Peggy,False,25,True,Kallang,Private room,1,1,105.0,1.0,180.0,True,276,4.58
4013186,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,20049904,Lenneth,False,2,False,Outram,Private room,1,1,950.0,180.0,1125.0,False,0,NaN
4017084,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,20785714,Yock Lian,False,1,False,Outram,Private room,2,1,50.0,180.0,1125.0,False,0,NaN
4054698,Hostel in Singapore · ★4.40 · 1 bedroom · 12 beds · 4 baths,17526618,Royal,False,13,True,Outram,Hotel room,12,12,31.0,92.0,1125.0,True,49,4.4
4069756,Hostel in Singapore · ★4.35 · 1 bedroom · 12 beds · 4 baths,17526618,Royal,False,13,True,Outram,Hotel room,12,12,31.0,92.0,1125.0,True,20,4.35
4271250,Rental unit in Singapore · ★4.94 · 1 bedroom · 2 beds · 1 bath,22176293,Yong Xing,False,5,True,Tanglin,Entire home/apt,3,2,158.0,92.0,1125.0,True,169,4.94
4441346,Loft in Singapore · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,23053315,Chew Nam,False,1,True,Kallang,Entire home/apt,3,1,150.0,92.0,1125.0,True,4,5.0
4486217,Rental unit in Singapore · ★4.22 · Studio · 2 beds · 1 bath,23276884,Faith,False,2,False,Serangoon,Entire home/apt,2,2,106.0,92.0,1125.0,False,9,4.22
4499317,Aparthotel in Singapore · ★4.81 · Studio · 1 bed · 1 bath,23336011,Heritage,True,63,True,Downtown Core,Entire home/apt,2,1,203.0,4.7,89.0,False,218,4.81
4526703,Condo in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,23466247,Willy,False,3,False,Kallang,Private room,1,1,200.0,100.0,1125.0,False,5,5.0
4541072,Rental unit in Singapore · ★4.29 · 1 bedroom · 1 bed · 2 shared baths,11390076,Tryston,True,25,True,Toa Payoh,Private room,2,1,80.0,93.0,365.0,True,17,4.29
4541183,Aparthotel in Singapore · ★4.77 · Studio · 1 bed · 1 bath,23336011,Heritage,True,63,True,Singapore River,Entire home/apt,2,1,198.0,6.9,99.2,True,296,4.77
4561032,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,8948251,Joey,False,126,True,Kallang,Private room,1,1,57.0,92.0,1125.0,True,2,3.0
4640273,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,24025713,莉,False,1,False,River Valley,Private room,1,1,139.0,92.0,1125.0,False,0,NaN
4664392,Home in Singapore · ★4.58 · 1 bedroom · 1 bed · 1 bath,7095710,Elise,False,12,True,Outram,Entire home/apt,2,1,110.0,92.0,1125.0,True,102,4.58
4712676,Condo in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 private bath,24353373,Jeff,False,1,True,Ang Mo Kio,Private room,1,1,57.0,92.0,1125.0,True,3,5.0
4722005,Rental unit in Singapore · 1 bedroom · 2 beds · 1 bath,23994004,Orion,False,4,True,Sembawang,Private room,2,2,20.0,180.0,1125.0,False,0,NaN
4731060,Rental unit in Singapore · 2 bedrooms · 1 bed · 2 shared baths,8948251,Joey,False,126,True,Kallang,Private room,1,1,59.0,92.0,365.0,True,0,NaN
4741630,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,8948251,Joey,False,126,True,Kallang,Private room,1,1,50.0,92.0,365.0,True,1,5.0
4771752,Rental unit in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,7044509,Katherine,False,2,True,Rochor,Private room,1,1,110.0,92.0,1125.0,True,4,5.0
4863317,Rental unit in Singapore · 1 bedroom · 1 bed · 2 shared baths,8948251,Joey,False,126,True,Outram,Private room,1,1,69.0,92.0,1125.0,True,1,5.0
4869221,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,8948251,Joey,False,126,True,Outram,Private room,1,1,79.0,92.0,1125.0,True,2,5.0
4899063,Home in Singapore · 1 bedroom · 3 beds · 2 shared baths,25215454,Don,False,1,False,Toa Payoh,Shared room,6,3,46.0,180.0,1125.0,False,0,NaN
4926170,Home in Singapore · ★3.67 · 1 bedroom · 1 bed · 2.5 shared baths,25375339,シン,True,12,True,Bishan,Private room,3,1,50.0,92.0,1125.0,True,3,3.67
4926192,Condo in Singapore · 1 bedroom · 2 beds · 1 private bath,25375339,シン,True,12,True,Kallang,Private room,2,2,150.0,92.0,1125.0,False,0,NaN
4973227,Aparthotel in Singapore · ★4.70 · Studio · 1 bed · 1 bath,23336011,Heritage,True,63,True,Downtown Core,Entire home/apt,2,1,188.0,6.9,99.2,True,145,4.7
4989903,Rental unit in Singapore · ★4.40 · 1 bedroom · 1 bed · 1 shared bath,25185912,Rebekah,False,19,True,Bukit Timah,Private room,2,1,82.0,92.0,365.0,True,5,4.4
5040689,Townhouse in Singapore · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,11463785,Dianne,True,9,True,Ang Mo Kio,Private room,1,1,42.0,92.0,1000.0,True,5,4.8
5052014,Serviced apartment in Singapore · ★4.69 · Studio · 1 bed · 1 bath,13468566,Andy,False,10,True,Outram,Entire home/apt,2,1,188.0,6.0,1125.0,True,13,4.69
5116961,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,4430782,Ethan,False,1,True,Bukit Merah,Private room,2,1,165.0,92.0,1125.0,True,1,5.0
5233415,Serviced apartment in Singapore · ★4.77 · Studio · 1 bed · 1 bath,13468566,Andy,False,10,True,Bukit Merah,Entire home/apt,2,1,188.0,6.0,1125.0,True,22,4.77
5253599,Rental unit in Singapore · ★4.70 · Studio · 1 bed · 1 bath,11463785,Dianne,True,9,True,Kallang,Entire home/apt,2,1,92.0,92.0,1000.0,True,10,4.7
5319766,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,27516195,Leanne,False,2,False,Outram,Private room,2,1,160.0,365.0,1125.0,False,0,NaN
5339318,Rental unit in Singapore · 2 bedrooms · 2 beds · 1 bath,2235699,Yin,False,4,True,Rochor,Entire home/apt,3,2,945.0,92.0,180.0,True,2,5.0
5406502,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,28022338,Bill,False,1,False,Bedok,Private room,2,1,78.0,92.0,1125.0,False,0,NaN
5436010,Rental unit in Singapore · 1 bedroom · 1 bed · 1 shared bath,26876731,Lynelle,False,3,False,Yishun,Private room,2,1,129.0,180.0,365.0,False,0,NaN
5446857,Serviced apartment in Singapore · ★4.33 · Studio · 1 bed · 1 bath,13468566,Andy,False,10,True,Bukit Merah,Entire home/apt,2,1,238.0,6.0,1125.0,True,6,4.33
5448209,Serviced apartment in Singapore · ★4.82 · Studio · 1 bed · 1 bath,13468566,Andy,False,10,True,Bukit Merah,Entire home/apt,2,1,218.0,6.0,1125.0,True,11,4.82
5464246,Home in Singapore · ★4.91 · 1 bedroom · 1 bed · 1 private bath,26899710,Sebastian,False,2,True,Geylang,Private room,1,1,NaN,92.0,1125.0,False,11,4.91
5494971,Home in Singapore · ★4.80 · 1 bedroom · 2 beds · 1 private bath,28489587,Anita & David,False,3,True,Novena,Private room,4,2,143.0,92.0,1125.0,True,208,4.8
5529062,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,28378691,Leon,False,1,True,Bukit Merah,Entire home/apt,2,1,500.0,92.0,1125.0,True,0,NaN
5551665,Condo in Singapore · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,25185912,Rebekah,False,19,True,Bukit Timah,Private room,1,1,72.0,92.0,365.0,True,15,4.67
5573458,Bungalow in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 private bath,28809566,Property,False,16,True,Sembawang,Private room,2,1,199.0,92.0,92.0,True,3,5.0
5582645,Rental unit in Singapore · ★4.54 · 1 bedroom · 1 bed · 3 baths,28946433,Cindy,False,2,True,Jurong West,Private room,1,1,33.0,180.0,1125.0,True,13,4.54
5634851,Rental unit in Singapore · Studio · 1 bed · 1 bath,11463785,Dianne,True,9,True,Kallang,Entire home/apt,2,1,95.0,92.0,1000.0,True,2,5.0
5698633,Rental unit in Singapore · 5 bedrooms · 5 beds · 4 baths,29353566,Danielle,False,1,True,Downtown Core,Entire home/apt,9,5,720.0,92.0,1125.0,True,0,NaN
5704432,Rental unit in Singapore · 1 bedroom · 1 bed · 2 shared baths,28106320,Jeremy,False,1,True,Toa Payoh,Shared room,1,1,300.0,92.0,1125.0,False,0,NaN
5774164,Rental unit in Singapore · ★3.88 · 1 bedroom · 1 bed · 1 bath,20639706,Max,False,1,False,Geylang,Entire home/apt,2,1,1600.0,92.0,1125.0,False,8,3.88
5798211,Home in Singapore · ★4.86 · 1 bedroom · 1 bed · 1 private bath,30080617,Eddie,False,8,True,Tampines,Private room,7,1,70.0,92.0,1125.0,True,151,4.86
5819462,Rental unit in Singapore · 1 bedroom · 1 bed · 0 shared baths,20712244,Huan,False,1,True,Sengkang,Shared room,1,1,121.0,92.0,1125.0,False,0,NaN
5827713,Home in Singapore · ★4.82 · 1 bedroom · 1 bed · 1 private bath,30080617,Eddie,False,8,True,Tampines,Private room,5,1,70.0,92.0,1125.0,True,286,4.82
5827998,Home in Singapore · ★4.84 · 1 bedroom · 1 bed · Shared half-bath,30080617,Eddie,False,8,True,Tampines,Private room,3,1,60.0,92.0,1125.0,True,296,4.84
5889741,Condo in Singapore · ★4.80 · 1 bedroom · 3 beds · 1 bath,274002237,Eugene,False,1,True,Rochor,Entire home/apt,3,3,180.0,92.0,1125.0,True,210,4.8
5908083,Home in Singapore · ★4.61 · 1 bedroom · 2 beds · 1 bath,7095710,Elise,False,12,True,Kallang,Entire home/apt,4,2,110.0,92.0,1125.0,True,79,4.61
5919270,Home in Singapore · ★4.83 · 1 bedroom · 1 bed · 1 private bath,30080617,Eddie,False,8,True,Tampines,Private room,6,1,80.0,92.0,1124.0,True,248,4.83
6020248,Rental unit in Singapore · ★4.29 · 1 bedroom · 1 bed · 1 private bath,25185912,Rebekah,False,19,True,Bukit Timah,Private room,1,1,101.0,92.0,365.0,True,7,4.29
6079533,Condo in Singapore · 1 bedroom · 1 bed · 1.5 shared baths,31557595,Jay,False,10,True,Pasir Ris,Private room,1,1,50.0,92.0,1125.0,True,0,NaN
6261313,Condo in Singapore · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,25185912,Rebekah,False,19,True,Bukit Timah,Private room,1,1,88.0,92.0,365.0,True,10,4.9
6287204,Condo in Singapore · ★4.80 · 1 bedroom · 2 beds · 1 bath,32683666,Quinn,False,1,True,Woodlands,Entire home/apt,4,2,180.0,92.0,270.0,True,10,4.8
6300577,Home in Singapore · ★4.76 · 1 bedroom · 1 bed · 1 bath,26899710,Sebastian,False,2,True,Geylang,Private room,1,1,106.0,92.0,1125.0,True,25,4.76
6317686,Rental unit in Singapore · 1 bedroom · 1 bed · Private half-bath,8948251,Joey,False,126,True,Outram,Private room,1,1,55.0,92.0,1125.0,True,1,5.0
6340605,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,33019244,Airena,False,1,False,Novena,Entire home/apt,1,1,100.0,365.0,730.0,False,0,NaN
6453321,Townhouse in Singapore · 1 bedroom · 1 bed · 1 shared bath,11463785,Dianne,True,9,True,Ang Mo Kio,Private room,1,1,45.0,92.0,356.0,True,1,5.0
6481052,Serviced apartment in Orchard  · ★4.67 · 1 bedroom · 3 beds · 1.5 baths,7210103,Thanksgivings,False,55,True,River Valley,Entire home/apt,5,3,295.0,6.0,1125.0,True,107,4.67
6529707,Home in Singapore · ★4.92 · 2 bedrooms · 2 beds · 1 shared bath,33003286,Suan Khim,True,2,True,Clementi,Private room,2,2,54.0,90.0,365.0,True,39,4.92
6547248,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,5556667,David,False,6,True,Bukit Timah,Private room,1,1,77.0,92.0,180.0,True,1,5.0
6603464,Bungalow in Singapore · ★4.44 · 1 bedroom · 1 bed · 1 private bath,28809566,Property,False,16,True,Sembawang,Private room,2,1,131.0,92.0,92.0,True,9,4.44
6607671,Rental unit in Singapore · 1 bedroom · 2 beds · 1 bath,21149720,Mike,False,16,False,Kallang,Entire home/apt,6,2,238.0,92.0,1125.0,False,1,1.0
6620261,Condo in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 bath,34649530,Prim,False,6,True,Novena,Entire home/apt,2,1,78.0,120.0,365.0,True,3,5.0
6630341,Home in Singapore · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,34707865,Stteven,False,3,False,Serangoon,Private room,2,1,90.0,92.0,1125.0,False,99,4.9
6638508,Rental unit in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 private bath,11324694,Rainer,True,5,True,Kallang,Private room,1,1,94.0,92.0,1125.0,False,17,5.0
6663672,Home in Singapore · 1 bedroom · 2 beds · 0 baths,31721965,Feng,False,1,False,Downtown Core,Private room,2,2,85.0,92.0,120.0,False,0,NaN
6693516,Rental unit in Singapore · ★4.78 · 1 bedroom · 1 bed · 1 bath,33944993,Melissa,False,2,True,Bedok,Entire home/apt,2,1,150.0,180.0,1125.0,True,9,4.78
6716844,Bed and breakfast in Singapore · 1 bedroom · 1 bed · 8 baths,8773916,Superb Hostel,False,9,False,Rochor,Private room,4,1,120.0,92.0,1125.0,False,2,4.0
6718219,Home in Singapore · ★4.92 · 1 bedroom · 2 beds · 1 private bath,34707865,Stteven,False,3,False,Serangoon,Private room,2,2,100.0,92.0,1125.0,False,59,4.92
