id,name,host_id,host_name,host_is_superhost,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,room_type,accommodates,beds,price,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,number_of_reviews,review_scores_rating
13336111,Place to stay in Singapore · 1 bedroom · 1 bed · 1 private bath,74249089,W.,False,5,False,Rochor,Private room,2,1,100.0,92.0,1125.0,False,0,NaN
13336133,Place to stay in Singapore · 1 bedroom · 2 beds · 1 private bath,74249089,W.,False,5,False,Rochor,Private room,4,2,140.0,92.0,1125.0,False,2,2.5
13396802,Boutique hotel in Singapore · ★4.73 · 1 bedroom · 6 beds · 1 shared bath,1439258,Kay,False,68,True,Queenstown,Private room,6,6,285.0,1.0,1125.0,True,15,4.73
13454638,Rental unit in Singapore · ★4.29 · 3 bedrooms · 3 beds · 2.5 baths,3621802,Ruchi,False,5,True,Bukit Merah,Entire home/apt,4,3,200.0,92.0,360.0,False,7,4.29
13468399,Condo in Singapore · ★4.50 · 2 bedrooms · 2 beds · 2 baths,77033921,Armanadurni,False,1,False,Woodlands,Entire home/apt,4,2,400.0,92.0,1125.0,False,6,4.5
13540021,Place to stay in Singapore · 1 bedroom · 1 bed · 1 bath,51503267,Gloria,False,4,True,Jurong West,Private room,1,1,100.0,180.0,365.0,False,0,NaN
13556435,Rental unit in Singapore · ★4.73 · 1 bedroom · 1 bed · 1 private bath,78080643,Carrie,False,2,True,Woodlands,Private room,2,1,60.0,92.0,1125.0,True,33,4.73
13559548,Rental unit in Singapore · ★4.71 · 1 bedroom · 2 beds,78080643,Carrie,False,2,True,Woodlands,Private room,2,2,42.0,92.0,1125.0,True,7,4.71
13566223,Condo in Singapore · 2 bedrooms · 2 beds · 2 shared baths,21386653,Nikki,False,2,True,Hougang,Private room,1,2,80.0,100.0,365.0,False,2,5.0
13607907,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,19385970,Li,False,1,True,Queenstown,Private room,1,1,80.0,92.0,365.0,True,0,NaN
13642646,Rental unit in Singapore · ★4.68 · 1 bedroom · 1 bed · 1 bath,65526303,Js,True,7,True,Queenstown,Private room,2,1,57.0,180.0,1125.0,False,19,4.68
13659860,Loft in Singapore · 1 bedroom · 1 bed · 1 bath,10802615,Fendi,False,26,True,Downtown Core,Entire home/apt,2,1,180.0,92.0,1125.0,True,0,NaN
13703898,Rental unit in Singapore · ★4.67 · 2 bedrooms · 2 beds · 1.5 shared baths,9453430,Melissa,False,1,True,Pasir Ris,Private room,2,2,68.0,92.0,1125.0,True,58,4.67
13717530,Rental unit in Singapore · ★4.58 · 1 bedroom · 1 bed · 1 shared bath,56683818,Alexander,False,1,True,Jurong West,Private room,1,1,168.0,92.0,1125.0,True,24,4.58
13756029,Home in Singapore · 1 bedroom · 1 bed · 1 bath,76690273,光雄 Terence,False,1,False,Western Water Catchment,Entire home/apt,6,1,40.0,180.0,1125.0,False,0,NaN
13809823,Rental unit in Singapore · ★4.90 · 1 bedroom · 1 bath,1170341,Jenny,True,3,True,Tanglin,Private room,2,NaN,132.0,92.0,1125.0,True,20,4.9
13834039,Rental unit in Singapore · 1 bedroom · 1 bed · 1 shared bath,25185912,Rebekah,False,19,True,Bukit Timah,Private room,1,1,81.0,92.0,365.0,True,0,NaN
13875517,Condo in Singapore · 2 bedrooms · 2 beds · 2.5 baths,65549406,Jay,False,2,True,Tampines,Entire home/apt,3,2,100.0,92.0,1125.0,True,0,NaN
13952292,Home in Singapore · ★4.80 · 1 bedroom · 1 bed · 1 private bath,24496358,Katherine,True,42,True,Bedok,Private room,3,1,140.0,92.0,1125.0,True,5,4.8
13965663,Townhouse in Singapore · ★4.42 · 1 bedroom · 4 beds · 1 shared bath,46515276,Ark,False,14,True,Kallang,Private room,4,4,85.0,365.0,1125.0,True,12,4.42
13967760,Home in Singapore · 1 bedroom · 1 bed · 1 private bath,68059127,Wei,True,39,False,Bedok,Private room,3,1,180.0,92.0,1125.0,True,1,4.0
14020127,Rental unit in Singapore · ★4.12 · 3 bedrooms · 3 beds · 3 baths,83878917,Elaine,False,1,True,Bedok,Entire home/apt,5,3,176.0,92.0,1125.0,True,17,4.12
14029416,Rental unit in Singapore · 1 bedroom · 3 shared baths,2413412,Kaurus,False,182,True,Kallang,Private room,1,NaN,49.0,92.0,365.0,True,1,5.0
14094341,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,84635959,Alocassia,False,1,False,Tanglin,Entire home/apt,2,1,180.0,92.0,1125.0,False,1,5.0
14099732,Home in Singapore · 1 bedroom · 1 bed · 1 shared bath,84863690,Gurbak,False,1,True,Tampines,Private room,1,1,60.0,92.0,1125.0,True,2,5.0
14131949,Home in Singapore · ★4.80 · 1 bedroom · 1 bed · 1 private bath,77077626,Markus,False,4,True,Serangoon,Private room,2,1,148.0,92.0,1125.0,True,15,4.8
14157765,Rental unit in Singapore · 1 bedroom · 2 beds · 1 shared bath,27888612,Immanuel,False,1,False,Western Water Catchment,Private room,3,2,NaN,183.0,546.0,False,0,NaN
14158971,Bungalow in Singapore · 1 bedroom · 1 bed · 1 private bath,24496358,Katherine,True,42,True,Bedok,Private room,2,1,130.0,92.0,1125.0,True,0,NaN
14211027,Rental unit in Singapore · ★4.84 · 3 bedrooms · 4 beds · 2 baths,86278590,Nicolas,False,1,True,Tanglin,Entire home/apt,8,4,NaN,92.0,1125.0,False,43,4.84
14226426,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,84590945,Syafiqah,False,4,True,Downtown Core,Entire home/apt,2,1,3937.0,1.0,731.0,False,2,5.0
14226658,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,84590945,Syafiqah,False,4,True,Downtown Core,Entire home/apt,2,1,5200.0,1.0,731.0,False,1,5.0
14289091,Rental unit in Singapore · ★4.50 · 1 bedroom · 1 bed · 1 bath,87219452,Michael,False,2,False,Pasir Ris,Entire home/apt,3,1,7286.0,92.0,1125.0,False,4,4.5
14315372,Tiny home in Singapore · ★4.76 · 3 beds · 1 bath,220368734,Ang,False,10,True,Hougang,Entire home/apt,4,3,115.0,92.0,1125.0,True,21,4.76
14332483,Hostel in Singapore · ★4.10 · 1 bedroom · 6 beds · 7 shared baths,87731750,Gap Year,False,8,True,Kallang,Shared room,6,6,NaN,1.0,1125.0,False,31,4.1
14341511,Rental unit in Singapore · ★4.89 · 1 bedroom · 2 beds · 1 bath,7609000,Jay,False,1,False,Hougang,Entire home/apt,5,2,500.0,92.0,1125.0,False,9,4.89
14407337,Rental unit in Singapore · 1 bedroom · 1 bed · 2 shared baths,2413412,Kaurus,False,182,True,Outram,Private room,1,1,69.0,92.0,1125.0,True,1,5.0
14435012,Rental unit in Singapore · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,25185912,Rebekah,False,19,True,Bukit Timah,Private room,1,1,69.0,92.0,365.0,True,4,4.5
14489603,Hostel in Singapore · ★4.51 · 10 bedrooms · 20 beds · 7 shared baths,87731750,Gap Year,False,8,True,Kallang,Shared room,16,20,NaN,1.0,1125.0,False,57,4.51
14530157,Rental unit in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 bath,3162951,Nicolas,False,1,True,Geylang,Entire home/apt,2,1,NaN,365.0,365.0,False,9,5.0
14558461,Bungalow in Singapore · 1 bedroom · 2 beds · 1 shared bath,24496358,Katherine,True,42,True,Bedok,Private room,3,2,170.0,92.0,1125.0,True,1,5.0
14577360,Rental unit in Singapore · 1 bedroom · 1 bed · Private half-bath,2413412,Kaurus,False,182,True,Outram,Private room,1,1,69.0,92.0,1125.0,True,2,5.0
14582945,Place to stay in Singpapore  · 1 bedroom · 1 bed · 1 bath,47682311,Apple,False,5,True,Bukit Batok,Private room,1,1,88.0,92.0,1125.0,True,1,4.0
14583967,Rental unit in Singapore · ★4.50 · 1 bedroom · 1 bed · 3 baths,2413412,Kaurus,False,182,True,Kallang,Private room,1,1,55.0,92.0,1125.0,True,4,4.5
14602011,Condo in Singapore · 1 bedroom · 1 bed · 1 bath,90599917,Charlene,False,1,False,Novena,Private room,2,1,60.0,92.0,1125.0,False,0,NaN
14682878,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,51192846,Enzo,False,5,True,Orchard,Private room,2,1,NaN,92.0,180.0,NaN,0,NaN
14682977,Rental unit in Singapore · 1 bedroom · 1 bed · 0 baths,51192846,Enzo,False,5,True,Geylang,Private room,1,1,NaN,180.0,1125.0,NaN,0,NaN
14701395,Rental unit in Singapore · 1 bedroom · 4 beds · 1 bath,45661681,Betty,False,11,True,Novena,Entire home/apt,4,4,154.0,92.0,1125.0,True,2,4.5
14901562,Rental unit in Singapore · 1 bedroom · 3 shared baths,8948251,Joey,False,126,True,Kallang,Private room,1,NaN,49.0,92.0,1125.0,True,1,5.0
14902239,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,2413412,Kaurus,False,182,True,Kallang,Private room,1,1,49.0,92.0,365.0,True,1,5.0
14926743,Condo in Jurong East · 1 bedroom · 1 bed · 2 baths,10960217,Elizabeth,False,1,True,Jurong East,Private room,2,1,66.0,92.0,1125.0,False,2,5.0
14938335,Condo in Singapore · 1 bedroom · 1 bed · 1 bath,54324125,Angela,False,5,False,Novena,Private room,2,1,69.0,92.0,1125.0,False,0,NaN
14940462,Condo in Singapore · 1 bedroom · 1 bed · 1 bath,54324125,Angela,False,5,False,Novena,Private room,2,1,89.0,92.0,1125.0,False,0,NaN
14953906,Rental unit in Singapore · 1 bedroom · 1 bed · 2 shared baths,2413412,Kaurus,False,182,True,Outram,Private room,1,1,35.0,92.0,1125.0,True,2,4.0
14954546,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,93089312,Li,False,2,False,Geylang,Private room,1,1,145.0,92.0,1125.0,False,0,NaN
15001844,Rental unit in Singapore · 1 bedroom · 2 beds · 1 bath,94622308,Gayathri,False,2,False,Serangoon,Private room,2,2,65.0,180.0,100000.0,False,0,NaN
15028461,Rental unit in Singapore · 1 bedroom · 2 beds · 1 shared bath,56575234,Jeremiah,False,7,True,Pasir Ris,Shared room,2,2,85.0,65.2,90.0,True,2,5.0
15100514,Rental unit in Singapore · 1 bedroom · 1 bed · 1.5 baths,21149720,Mike,False,16,False,Kallang,Entire home/apt,6,1,238.0,92.0,1125.0,False,2,4.5
15229173,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,29131068,Henry,False,2,False,Bedok,Private room,2,1,132.0,92.0,1125.0,False,0,NaN
15238692,Rental unit in Singapore · 1 bedroom · 2 beds · 2 baths,41875762,Yew Chin,False,4,True,Jurong West,Private room,1,2,NaN,180.0,1125.0,False,0,NaN
15274648,Rental unit in Singapore · ★4.73 · 1 bedroom · 2 beds · 1.5 baths,1584407,Richard,False,5,True,Marine Parade,Entire home/apt,2,2,NaN,92.0,365.0,False,11,4.73
15310627,Loft in Singapore · ★4.91 · 1 bedroom · 1 bed · 1.5 baths,30613375,Qing,False,8,True,Outram,Entire home/apt,1,1,190.0,92.0,1125.0,True,67,4.91
15316856,Home in Singapore · ★4.96 · 1 bedroom · 1 bed · 1.5 baths,1386714,Cindy,False,1,True,Pasir Ris,Private room,2,1,50.0,92.0,1125.0,False,49,4.96
15364942,Home in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 private bath,24496358,Katherine,True,42,True,Bedok,Private room,3,1,89.0,92.0,1125.0,True,6,5.0
15365213,Bungalow in Singapore · 1 bedroom · 1 bed · 1 private bath,24496358,Katherine,True,42,True,Bedok,Private room,2,1,130.0,92.0,1125.0,True,0,NaN
15367409,Rental unit in Singapore · ★4.25 · 1 bedroom · 1 bed · 3 shared baths,97878860,Chess,False,101,True,Geylang,Private room,1,1,28.0,92.0,365.0,True,4,4.25
15379742,Condo in Singapore · 1 bedroom · 1 bed · 1 bath,98310459,Diana,False,1,False,Tanglin,Private room,2,1,150.0,92.0,1125.0,False,0,NaN
15389076,Condo in Singapore · ★4.86 · 1 bedroom · 1 bed · 1 private bath,78364359,Tony,False,1,True,Jurong West,Private room,1,1,88.0,92.0,180.0,True,21,4.86
15406706,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,2413412,Kaurus,False,182,True,Kallang,Private room,1,1,47.0,92.0,365.0,True,1,5.0
15428715,Home in Singapore · ★4.63 · 1 bedroom · 1 bed · 1 shared bath,44761306,Paul,False,2,True,Queenstown,Private room,2,1,NaN,92.0,1125.0,False,24,4.63
15441196,Rental unit in Singapore · ★4.83 · 1 bedroom · 1 bed · 3 shared baths,2413412,Kaurus,False,182,True,Kallang,Private room,1,1,59.0,92.0,1125.0,True,6,4.83
15454153,Condo in Singapore · ★4.68 · 2 bedrooms · 3 beds · 2 baths,2327574,Juliana,False,9,True,Pasir Ris,Entire home/apt,5,3,210.0,92.0,1125.0,True,19,4.68
15475788,Rental unit in Singapore · 1 bedroom · 2 beds · 1 bath,21149720,Mike,False,16,False,Kallang,Entire home/apt,6,2,238.0,92.0,1125.0,False,0,NaN
15487894,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,97878860,Chess,False,101,True,Kallang,Private room,1,1,49.0,92.0,1125.0,True,2,4.5
15492056,Rental unit in Singapore · ★4.25 · 1 bedroom · 2 beds · 1 bath,21149720,Mike,False,16,False,Kallang,Entire home/apt,6,2,265.0,92.0,1125.0,False,4,4.25
15508557,Guesthouse in Singapore  · ★4.60 · 1 bedroom · 1 bed · 1 shared bath,47682311,Apple,False,5,True,Bukit Batok,Private room,1,1,86.0,92.0,1125.0,True,5,4.6
15538540,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,2413412,Kaurus,False,182,True,Geylang,Private room,1,1,49.0,92.0,365.0,True,1,5.0
15539906,Rental unit in Singapore · 1 bedroom · 1 bed · 1 shared bath,97397042,Siew Yin,False,1,True,Kallang,Private room,1,1,NaN,180.0,1125.0,False,0,NaN
15619288,Rental unit in Singapore · ★4.0 · 1 bedroom · 2 beds · 1 bath,21149720,Mike,False,16,False,Kallang,Entire home/apt,6,2,238.0,92.0,1125.0,False,5,4.0
15634389,Rental unit in Singapore · 1 bedroom · 2 beds · 1 bath,21149720,Mike,False,16,False,Kallang,Entire home/apt,6,2,238.0,92.0,1125.0,False,0,NaN
15651261,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,20049904,Lenneth,False,2,False,Bukit Merah,Private room,1,1,45.0,92.0,1125.0,False,0,NaN
15687109,Rental unit in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 private bath,100661714,Phillip,False,5,False,Serangoon,Private room,2,1,200.0,92.0,1125.0,False,6,5.0
15722252,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,29131068,Henry,False,2,False,Bedok,Private room,2,1,100.0,92.0,1125.0,False,0,NaN
15727280,Rental unit in Singapore · 1 bedroom · 2 beds · 1 bath,21149720,Mike,False,16,False,Kallang,Entire home/apt,6,2,265.0,92.0,1125.0,False,1,4.0
15749275,Rental unit in Singapore · 1 bedroom · 2 beds · 1 bath,21149720,Mike,False,16,False,Kallang,Entire home/apt,6,2,238.0,92.0,1125.0,False,0,NaN
15765810,Rental unit in Singapore · 1 bedroom · 1 bed · 1 shared bath,101926374,Yingying,False,1,False,Toa Payoh,Shared room,2,1,50.0,240.0,1125.0,False,0,NaN
15773382,Rental unit in Singapore · 1 bedroom · 1 bed · 1 shared bath,102007408,Geo,False,5,False,Novena,Private room,2,1,65.0,92.0,1125.0,False,2,4.5
15775439,Condo in Singapore · 1 bedroom · 1 bed · 1 shared bath,6689302,Fiona,False,2,True,Bukit Panjang,Private room,1,1,38.0,92.0,1125.0,True,2,5.0
15775531,Guesthouse in Singapore · 1 bedroom · 1 bed · 1 private bath,102027164,Amanda,False,3,False,Sembawang,Private room,1,1,28.0,180.0,1125.0,False,0,NaN
15792137,Aparthotel in Singapore · ★4.78 · 1 bedroom · 1 bed · 1 bath,23336011,Heritage,True,63,True,Outram,Entire home/apt,1,1,135.0,4.7,89.0,True,131,4.78
15792808,Aparthotel in Singapore · ★4.79 · 1 bedroom · 1 bed · 1 bath,23336011,Heritage,True,63,True,Outram,Entire home/apt,2,1,159.0,4.7,89.0,True,187,4.79
15813099,Townhouse in Singapore · 3 bedrooms · 3 beds · 1.5 baths,1521514,Elizabeth,False,8,True,Newton,Entire home/apt,6,3,200.0,92.0,1125.0,True,1,4.0
15850202,Home in Singapore · 1 bedroom · 1 bed · 2 baths,29427922,Luis,False,1,False,Sengkang,Private room,2,1,66.0,180.0,180.0,False,0,NaN
15918822,Rental unit in Singapore · ★4.91 · 1 bedroom · 1 bed · 2 baths,85231832,Pay Nee Amber,False,3,True,Queenstown,Entire home/apt,2,1,508.0,3.0,113.2,True,11,4.91
15919067,Rental unit in Singapore · ★4.15 · 1 bedroom · 1 bed · 2 baths,85231832,Pay Nee Amber,False,3,True,Queenstown,Entire home/apt,2,1,477.0,3.0,113.2,True,13,4.15
15919162,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,85231832,Pay Nee Amber,False,3,True,Queenstown,Entire home/apt,2,1,468.0,92.0,1125.0,True,1,4.0
15933531,Rental unit in Singapore · 1 bedroom · 1 bed · 2 shared baths,2413412,Kaurus,False,182,True,Outram,Private room,1,1,69.0,92.0,365.0,True,1,4.0
15965563,Rental unit in Singapore · 1 bedroom · 1 bed · 1 shared bath,103692249,Meganathan,False,2,True,Jurong West,Private room,1,1,25.0,180.0,730.0,True,1,5.0
15978100,Rental unit in Singapore · ★3.50 · 1 bedroom · 1 bed · 1 private bath,102918859,Yajie,False,1,False,Bedok,Private room,2,1,NaN,92.0,1125.0,False,6,3.5
15991345,Townhouse in Singapore · ★4.79 · 1 bedroom · 1 bed · 1 bath,1521514,Elizabeth,False,8,True,Newton,Private room,2,1,70.0,92.0,1125.0,True,28,4.79
16005440,Condo in Singapore · 2 bedrooms · 2 beds · 2 baths,10855869,George,False,1,False,Punggol,Private room,1,2,85.0,92.0,1125.0,False,0,NaN
16006904,Townhouse in Singapore · ★4.83 · 1 bedroom · 1 bed · 1 bath,1521514,Elizabeth,False,8,True,Newton,Private room,2,1,79.0,92.0,1125.0,True,12,4.83
16007139,Townhouse in Singapore · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,1521514,Elizabeth,False,8,True,Novena,Private room,1,1,85.0,92.0,365.0,True,12,4.5
16008908,Rental unit in Singapore · ★5.0 · 1 bedroom · 1 bed · 2 shared baths,11390076,Tryston,True,25,True,Toa Payoh,Private room,1,1,58.0,90.0,1125.0,True,6,5.0
16036564,Townhouse in Singapore · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,4705949,Kit,False,38,True,Tampines,Private room,2,1,89.0,93.0,365.0,True,11,4.91
16054752,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,104193036,Albert,False,2,True,Jurong West,Private room,1,1,56.0,180.0,1125.0,False,0,NaN
16057988,Rental unit in Singapore · ★4.80 · 1 bedroom · 4 beds · 1 bath,772728,Sunrise,False,5,True,Queenstown,Entire home/apt,6,4,388.0,92.0,1125.0,True,35,4.8
16059067,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,104193036,Albert,False,2,True,Western Water Catchment,Private room,1,1,48.0,180.0,1125.0,False,0,NaN
16110969,Hostel in Singapore · ★4.0 · 1 bedroom · 10 beds · 5 baths,65679130,Seven,False,23,True,Kallang,Private room,10,10,279.0,92.0,1125.0,True,9,4.0
16118606,Rental unit in Singapore · ★4.93 · Studio · 1 bed · 1.5 baths,11463785,Dianne,True,9,True,Kallang,Entire home/apt,2,1,92.0,92.0,356.0,True,15,4.93
16140165,Rental unit in Singapore · ★4.21 · 1 bedroom · 2 beds · 1 bath,21149720,Mike,False,16,False,Kallang,Entire home/apt,6,2,265.0,92.0,1125.0,False,28,4.21
16149105,Bungalow in Singapore · 1 bedroom · 1 bed · 1.5 baths,68059127,Wei,True,39,False,Bedok,Private room,3,1,170.0,92.0,1125.0,True,1,5.0
16149534,Villa in Singapore · 1 bedroom · 1 bed · 1 private bath,68059127,Wei,True,39,False,Bedok,Private room,3,1,140.0,92.0,1125.0,True,0,NaN
16149684,Villa in Singapore · 1 bedroom · 2 beds · 1 private bath,68059127,Wei,True,39,False,Bedok,Private room,4,2,200.0,92.0,1125.0,True,1,5.0
16150227,Home in Singapore · ★4.75 · 1 bedroom · 1 bed · 1 private bath,68059127,Wei,True,39,False,Bedok,Private room,3,1,117.0,92.0,1125.0,True,4,4.75
16150642,Home in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 private bath,68059127,Wei,True,39,False,Bedok,Private room,3,1,130.0,92.0,1125.0,True,4,5.0
16155549,Rental unit in Singapore · 1 bedroom · 1 bed · 1 shared bath,91481229,Lin,False,2,True,Toa Payoh,Private room,1,1,4000.0,92.0,180.0,True,0,NaN
16177101,Hostel in Singapore · ★4.22 · 1 bedroom · 16 beds · 6 shared baths,46545593,Meadows,False,22,True,Kallang,Shared room,16,16,NaN,92.0,1125.0,False,89,4.22
16183428,Hostel in Singapore · ★4.18 · 1 bedroom · 16 beds · 1 bath,46545593,Meadows,False,22,True,Kallang,Hotel room,16,16,47.0,92.0,1125.0,True,11,4.18
16185665,Rental unit in Singapore · 1 bedroom · 1 bed · 2 shared baths,8948251,Joey,False,126,True,Outram,Private room,1,1,69.0,92.0,365.0,True,0,NaN
16206947,Rental unit in Singapore · 1 bedroom · 1 bed · 2 baths,54324125,Angela,False,5,False,Ang Mo Kio,Private room,2,1,89.0,92.0,1125.0,False,0,NaN
16209070,Rental unit in Singapore · 1 bedroom · 1 bed · 2 shared baths,8948251,Joey,False,126,True,Outram,Private room,1,1,69.0,92.0,1125.0,True,1,3.0
16213115,Hostel in Singapore · ★4.06 · 1 bedroom · 10 beds · 6 shared baths,46545593,Meadows,False,22,True,Kallang,Hotel room,10,10,NaN,92.0,1125.0,False,18,4.06
16213146,Rental unit in Singapore  · 1 bedroom · 1 bed · 1 bath,54324125,Angela,False,5,False,Novena,Private room,2,1,69.0,92.0,1125.0,False,1,5.0
16213361,Rental unit in Novena  · 1 bedroom · 1 bed · 2 baths,54324125,Angela,False,5,False,Serangoon,Private room,3,1,109.0,92.0,1125.0,False,0,NaN
16220808,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,2413412,Kaurus,False,182,True,Kallang,Private room,1,1,49.0,92.0,1125.0,True,1,5.0
16243464,Condo in Singapore · 1 bedroom · 1 bed · 1.5 baths,106191222,Varsha,False,3,True,Bedok,Entire home/apt,1,1,55.0,92.0,365.0,True,0,NaN
16260783,Bungalow in Singapore · ★4.80 · 1 bedroom · 1 bed · 1 private bath,24496358,Katherine,True,42,True,Bedok,Private room,2,1,130.0,92.0,1125.0,True,5,4.8
16309636,Condo in Singapore · ★4.84 · 1 bedroom · 1 bed · 3 shared baths,49380207,Ong,False,11,True,Outram,Private room,1,1,88.0,92.0,365.0,True,68,4.84
16370834,Townhouse in Singapore · ★4.94 · 1 bedroom · 1 bed · 1.5 baths,5423329,Jerome,False,2,True,Serangoon,Private room,2,1,90.0,92.0,1125.0,True,34,4.94
16395877,Home in Singapore · 3 bedrooms · 4 beds · 3.5 baths,84411185,Darren,False,10,False,Southern Islands,Entire home/apt,7,4,8900.0,92.0,1125.0,False,0,NaN
16411791,Home in Singapore · 1 bedroom · 1 bed · 1 bath,107540964,Eastern,False,7,True,Marine Parade,Private room,2,1,60.0,30.0,60.0,True,2,5.0
16424205,Townhouse in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 private bath,51481829,Shulin,False,4,True,Bukit Batok,Private room,2,1,180.0,92.0,100.0,True,9,5.0
16428014,Hostel in Singapore · ★4.60 · 1 bedroom · 1 bed · 5 shared baths,12067440,Peggy,False,25,True,Kallang,Private room,2,1,130.0,1.0,180.0,True,119,4.6
16429519,Hostel in Singapore · ★4.57 · 1 bedroom · 1 bed · 5 shared baths,12067440,Peggy,False,25,True,Kallang,Private room,1,1,105.0,1.0,180.0,True,51,4.57
16462052,Townhouse in Singapore · ★4.76 · 1 bedroom · 1 bed · 1 shared bath,51481829,Shulin,False,4,True,Bukit Batok,Private room,2,1,160.0,92.0,100.0,True,17,4.76
16477283,Townhouse in Singapore · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,51481829,Shulin,False,4,True,Bukit Batok,Private room,2,1,160.0,92.0,100.0,True,19,4.84
16495388,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,28599355,Harry,False,1,True,Bukit Merah,Private room,1,1,200.0,95.0,100.0,True,0,NaN
16502098,Home in Singapore · ★4.55 · Studio · 2 beds · 2 shared baths,108417270,Nargis,False,3,True,Bedok,Private room,2,2,42.0,92.0,1125.0,True,140,4.55
16503238,Home in Singapore · 1 bedroom · 2 beds · 1 shared bath,36773968,Winnie,False,9,True,Bukit Batok,Private room,4,2,70.0,92.0,1125.0,True,1,4.0
16519375,Condo in Singapore · ★4.61 · 2 bedrooms · 2 beds · 1.5 shared baths,108476315,Jane,False,3,True,River Valley,Private room,1,2,59.0,92.0,1125.0,True,18,4.61
16552273,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,8948251,Joey,False,126,True,Kallang,Private room,1,1,49.0,92.0,365.0,True,1,5.0
16565287,Townhouse in Singapore · ★4.48 · 1 bedroom · 1 bed · 1 private bath,47866620,Nanda,False,10,True,Kallang,Private room,2,1,50.0,92.0,365.0,True,81,4.48
16578603,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,63207270,Jiaquan,False,2,True,Yishun,Private room,1,1,21.0,365.0,1125.0,True,0,NaN
16612155,Condo in Singapore · 1 bedroom · 1 bed · 1 shared bath,36773968,Winnie,False,9,True,Bukit Batok,Private room,3,1,65.0,92.0,1125.0,True,2,4.5
16621264,Condo in Singapore · ★4.46 · 1 bedroom · 2 beds · 1 bath,108219571,Clement,False,3,True,River Valley,Entire home/apt,4,2,NaN,92.0,1125.0,False,13,4.46
16650721,Bungalow in Singapore · 1 bedroom · 1 bed · 1 private bath,28809566,Property,False,16,True,Sembawang,Private room,2,1,118.0,92.0,92.0,True,1,4.0
16677104,Rental unit in Singapore · 1 bedroom · 2 beds · 1 bath,21149720,Mike,False,16,False,Kallang,Entire home/apt,6,2,238.0,92.0,1125.0,False,1,5.0
16742820,Serviced apartment in Singapore · ★4.75 · Studio · 1 bed · 1 bath,111065775,Joyce,False,18,True,River Valley,Hotel room,2,1,227.0,6.0,1125.0,True,12,4.75
16743909,Serviced apartment in Singapore · ★4.50 · Studio · 1 bed · 1 bath,111065775,Joyce,False,18,True,River Valley,Hotel room,2,1,227.0,6.0,1125.0,True,18,4.5
16744167,Serviced apartment in Singapore · ★4.53 · Studio · 1 bed · 1 bath,111065775,Joyce,False,18,True,River Valley,Hotel room,2,1,216.0,6.0,1125.0,True,19,4.53
16745292,Serviced apartment in Singapore · ★4.13 · Studio · 1 bed · 1 bath,111065775,Joyce,False,18,True,River Valley,Entire home/apt,2,1,221.0,6.0,1125.0,True,16,4.13
16750061,Rental unit in Singapore · ★4.67 · 1 bedroom · 1 bed · 1 bath,111065775,Joyce,False,18,True,Orchard,Entire home/apt,2,1,227.0,6.0,1125.0,True,18,4.67
16798945,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,2413412,Kaurus,False,182,True,Kallang,Private room,1,1,49.0,92.0,1125.0,True,1,5.0
16846533,Rental unit in Singapore · ★4.38 · 1 bedroom · 1 bed · 1 bath,111065775,Joyce,False,18,True,River Valley,Entire home/apt,2,1,227.0,7.0,1125.0,True,25,4.38
16848828,Serviced apartment in Singapore · ★4.42 · 1 bedroom · 1 bed · 1 bath,111065775,Joyce,False,18,True,River Valley,Hotel room,2,1,227.0,6.0,1125.0,True,12,4.42
